Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
c6in.12xlarge,c6in,12xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,96,-,-,-,-,supported,default,75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.2256 USD por hora,5.4336 USD por hora,3.3506 USD por hora,3.3556 USD por hora
c6in.16xlarge,c6in,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,128,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.3008 USD por hora,7.2448 USD por hora,4.4258 USD por hora,4.4308 USD por hora
c6in.24xlarge,c6in,24xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,-,-,-,-,supported,default,150 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,6.4512 USD por hora,10.8672 USD por hora,6.5762 USD por hora,6.5812 USD por hora
c6in.32xlarge,c6in,32xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.6016 USD por hora,14.4896 USD por hora,8.7266 USD por hora,8.7316 USD por hora
c6in.metal,c6in,metal,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,256,-,-,-,-,supported,default,200 Gigabit,required,14,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.6016 USD por hora,14.4896 USD por hora,8.7266 USD por hora,8.7316 USD por hora
c7g.medium,c7g,medium,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.6,2,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0429 USD por hora,,0.0992 USD por hora,0.1029 USD por hora
c7g.large,c7g,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.6,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0859 USD por hora,,0.1422 USD por hora,0.1459 USD por hora
c7g.xlarge,c7g,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1717 USD por hora,,0.228 USD por hora,0.2317 USD por hora
c7g.2xlarge,c7g,2xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,-,-,-,-,supported,default,Up to 15 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.3434 USD por hora,,0.4684 USD por hora,0.4734 USD por hora
c7g.4xlarge,c7g,4xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,32,-,-,-,-,supported,default,Up to 15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.6869 USD por hora,,0.8119 USD por hora,0.8169 USD por hora
c7g.8xlarge,c7g,8xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,64,-,-,-,-,supported,default,15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.3738 USD por hora,,1.4988 USD por hora,1.5038 USD por hora
c7g.12xlarge,c7g,12xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,96,-,-,-,-,supported,default,22.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.0606 USD por hora,,2.1856 USD por hora,2.1906 USD por hora
c7g.16xlarge,c7g,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.6,128,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.7475 USD por hora,,2.8725 USD por hora,2.8775 USD por hora
c7g.metal,c7g,metal,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,verdadero,,64,arm64,64,-,1,-,2.6,128,-,-,-,-,supported,default,30 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.7475 USD por hora,,2.8725 USD por hora,2.8775 USD por hora
c7i.large,c7i,large,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.2,4,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.10605 USD por hora,0.19805 USD por hora,0.16235 USD por hora,0.16605 USD por hora
c7i.xlarge,c7i,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.2121 USD por hora,0.3961 USD por hora,0.2684 USD por hora,0.2721 USD por hora
c7i.2xlarge,c7i,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.4242 USD por hora,0.7922 USD por hora,0.5492 USD por hora,0.5542 USD por hora
c7i.4xlarge,c7i,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.2,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,0.8484 USD por hora,1.5844 USD por hora,0.9734 USD por hora,0.9784 USD por hora
c7i.8xlarge,c7i,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,64,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,false,1.6968 USD por hora,3.1688 USD por hora,1.8218 USD por hora,1.8268 USD por hora
c7i.12xlarge,c7i,12xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.2,96,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,true,2.5452 USD por hora,4.7532 USD por hora,2.6702 USD por hora,2.6752 USD por hora
c7i.16xlarge,c7i,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,128,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,verdadero,-,verdadero,true,3.3936 USD por hora,6.3376 USD por hora,3.5186 USD por hora,3.5236 USD por hora
c7i.24xlarge,c7i,24xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,96,x86_64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",2,"1,2",3.2,192,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,5.0904 USD por hora,9.5064 USD por hora,5.2154 USD por hora,5.2204 USD por hora
c7i.48xlarge,c7i,48xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,192,x86_64,96,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96",2,"1,2",3.2,384,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,10.1808 USD por hora,19.0128 USD por hora,10.3058 USD por hora,10.3108 USD por hora
c7i.metal-24xl,c7i,metal-24xl,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.2,192,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,-,-,-,verdadero,true,5.0904 USD por hora,9.5064 USD por hora,5.2154 USD por hora,5.2204 USD por hora
c7i.metal-48xl,c7i,metal-48xl,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,192,x86_64,96,-,2,-,3.2,384,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,10.1808 USD por hora,19.0128 USD por hora,10.3058 USD por hora,10.3108 USD por hora
d2.xlarge,d2,xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,4,x86_64,2,"1,2",2,"1,2",2.4,30.5,6144,verdadero,hdd,3,supported,default,Moderate,unsupported,4,15,15,verdadero,"cluster, partition, spread",-,-,-,"ebs, instance-store",verdadero,-,-,falso,false,0.772 USD por hora,0.956 USD por hora,0.872 USD por hora,0.832 USD por hora
d2.2xlarge,d2,2xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,61,12288,verdadero,hdd,6,supported,default,High,unsupported,4,15,15,verdadero,"cluster, partition, spread",-,-,-,"ebs, instance-store",verdadero,-,-,falso,false,1.544 USD por hora,1.912 USD por hora,1.644 USD por hora,1.674 USD por hora
d2.4xlarge,d2,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.4,122,24576,verdadero,hdd,12,supported,default,High,unsupported,8,30,30,verdadero,"cluster, partition, spread",-,-,-,"ebs, instance-store",verdadero,-,-,falso,false,3.087 USD por hora,3.823 USD por hora,3.187 USD por hora,3.217 USD por hora
d2.8xlarge,d2,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,xen,36,x86_64,18,"2,4,6,8,10,12,14,16,18",2,"1,2",2.4,244,49152,verdadero,hdd,24,supported,default,10 Gigabit,unsupported,8,30,30,verdadero,"cluster, partition, spread",-,-,-,"ebs, instance-store",verdadero,-,-,falso,false,6.174 USD por hora,7.83 USD por hora,6.274 USD por hora,6.304 USD por hora
d3.xlarge,d3,xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,5940,verdadero,hdd,3,supported,default,Up to 15 Gigabit,required,4,3,3,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,0.64 USD por hora,0.824 USD por hora,0.696 USD por hora,0.7 USD por hora
d3.2xlarge,d3,2xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,11880,verdadero,hdd,6,supported,default,Up to 15 Gigabit,required,4,5,5,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,1.28 USD por hora,1.648 USD por hora,1.405 USD por hora,1.41 USD por hora
d3.4xlarge,d3,4xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,23760,verdadero,hdd,12,supported,default,Up to 15 Gigabit,required,4,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,2.559 USD por hora,3.295 USD por hora,2.684 USD por hora,2.689 USD por hora
d3.8xlarge,d3,8xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,47520,verdadero,hdd,24,supported,default,25 Gigabit,required,3,20,20,verdadero,"cluster, partition, spread",-,-,-,ebs,-,-,-,verdadero,false,5.11824 USD por hora,6.59024 USD por hora,5.24324 USD por hora,5.24824 USD por hora
f1.2xlarge,f1,2xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,122,470,verdadero,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",-,1,-,ebs,verdadero,-,-,verdadero,false,1.906 USD por hora,,2.006 USD por hora,2.036 USD por hora
f1.4xlarge,f1,4xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,244,940,verdadero,ssd,1,supported,default,Up to 10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,2,-,ebs,verdadero,-,-,verdadero,false,3.812 USD por hora,,3.912 USD por hora,3.942 USD por hora
g3.4xlarge,g3,4xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.7,122,-,-,-,-,supported,default,Up to 10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",1,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.429 USD por hora,2.165 USD por hora,1.529 USD por hora,1.559 USD por hora
g3.8xlarge,g3,8xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,xen,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",2.7,244,-,-,-,-,supported,default,10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",2,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.858 USD por hora,4.33 USD por hora,2.958 USD por hora,2.988 USD por hora
g3.16xlarge,g3,16xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,488,-,-,-,-,supported,default,25 Gigabit,supported,15,50,50,verdadero,"cluster, partition, spread",4,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.716 USD por hora,8.66 USD por hora,5.816 USD por hora,5.846 USD por hora
g3s.xlarge,g3s,xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,xen,4,x86_64,2,"1,2",2,"1,2",2.7,30.5,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",1,-,verdadero,ebs,-,-,-,verdadero,false,0.94 USD por hora,1.124 USD por hora,0.996 USD por hora,1 USD por hora
g4ad.xlarge,g4ad,xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",3,16,150,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,0.44271 USD por hora,0.62671 USD por hora,0.49901 USD por hora,0.50271 USD por hora
g4ad.2xlarge,g4ad,2xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3,32,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,0.63292 USD por hora,1.00092 USD por hora,0.75792 USD por hora,0.76292 USD por hora
g4ad.4xlarge,g4ad,4xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,8",2,"1,2",3,64,600,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",1,-,-,ebs,verdadero,-,-,verdadero,false,1.014 USD por hora,1.75 USD por hora,1.139 USD por hora,1.144 USD por hora
g4ad.8xlarge,g4ad,8xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"2,4,8,16",2,"1,2",3,128,1200,verdadero,ssd,1,supported,default,15 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",2,-,-,ebs,verdadero,-,-,verdadero,false,2.028 USD por hora,3.5 USD por hora,2.153 USD por hora,2.158 USD por hora
g4ad.16xlarge,g4ad,16xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,8,16,32",2,"1,2",3,256,2400,verdadero,ssd,2,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",4,-,-,ebs,-,-,-,verdadero,false,4.056 USD por hora,7 USD por hora,4.181 USD por hora,4.186 USD por hora
g4dn.xlarge,g4dn,xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,x86_64,2,2,2,"1,2",2.5,16,125,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,0.615 USD por hora,0.799 USD por hora,0.672 USD por hora,0.675 USD por hora
g4dn.2xlarge,g4dn,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,225,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,0.88 USD por hora,1.248 USD por hora,1.005 USD por hora,1.01 USD por hora
g4dn.4xlarge,g4dn,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,225,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,1.409 USD por hora,2.145 USD por hora,1.534 USD por hora,1.539 USD por hora
g4dn.8xlarge,g4dn,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",2.5,128,900,verdadero,ssd,1,supported,default,50 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,2.546 USD por hora,4.018 USD por hora,2.671 USD por hora,2.676 USD por hora
g4dn.12xlarge,g4dn,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",2.5,192,900,verdadero,ssd,1,supported,default,50 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",4,-,-,ebs,verdadero,-,-,verdadero,false,4.577 USD por hora,6.785 USD por hora,4.702 USD por hora,4.707 USD por hora
g4dn.16xlarge,g4dn,16xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,900,verdadero,ssd,1,supported,default,50 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,5.092 USD por hora,8.036 USD por hora,5.217 USD por hora,5.222 USD por hora
g4dn.metal,g4dn,metal,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,verdadero,,96,x86_64,48,-,2,-,2.5,384,1800,verdadero,ssd,2,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",8,-,-,ebs,verdadero,-,-,verdadero,false,9.154 USD por hora,13.57 USD por hora,9.279 USD por hora,9.284 USD por hora
g5.xlarge,g5,xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,nitro,4,x86_64,2,-,2,-,3.3,16,250,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,1.277 USD por hora,1.461 USD por hora,1.3333 USD por hora,1.337 USD por hora
g5.2xlarge,g5,2xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,-,2,-,3.3,32,450,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,1.53849 USD por hora,1.90649 USD por hora,1.66349 USD por hora,1.66849 USD por hora
g5.4xlarge,g5,4xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,-,2,-,3.3,64,600,verdadero,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,2.06148 USD por hora,2.79748 USD por hora,2.18648 USD por hora,2.19148 USD por hora
g5.8xlarge,g5,8xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,-,2,-,3.3,128,900,verdadero,ssd,1,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,3.10745 USD por hora,4.57945 USD por hora,3.23245 USD por hora,3.23745 USD por hora
g5.12xlarge,g5,12xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,nitro,48,x86_64,24,-,2,-,3.3,192,3800,verdadero,ssd,1,supported,default,40 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",4,-,-,ebs,-,-,-,verdadero,false,7.19994 USD por hora,9.40794 USD por hora,7.32494 USD por hora,7.32994 USD por hora
g5.16xlarge,g5,16xlarge,"eu-west-2b, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,-,2,-,3.3,256,1900,verdadero,ssd,1,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",1,-,-,ebs,-,-,-,verdadero,false,5.1994 USD por hora,8.1434 USD por hora,5.3244 USD por hora,5.3294 USD por hora
g5.24xlarge,g5,24xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,nitro,96,x86_64,48,-,2,-,3.3,384,3800,verdadero,ssd,1,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",4,-,-,ebs,verdadero,-,-,verdadero,false,10.33786 USD por hora,14.75386 USD por hora,10.46286 USD por hora,10.46786 USD por hora
g5.48xlarge,g5,48xlarge,"eu-west-2a, eu-west-2b",falso,falso,falso,nitro,192,x86_64,96,-,2,-,3.3,768,7600,verdadero,ssd,2,supported,default,100 Gigabit,required,7,50,50,verdadero,"cluster, partition, spread",8,-,-,ebs,verdadero,-,-,verdadero,false,20.67572 USD por hora,29.50772 USD por hora,20.80072 USD por hora,20.80572 USD por hora
i3.large,i3,large,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,xen,2,x86_64,1,1,2,"1,2",2.3,15.3,475,verdadero,ssd,1,supported,default,Up to 10 Gigabit,supported,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.181 USD por hora,0.273 USD por hora,0.281 USD por hora,0.241 USD por hora
i3.xlarge,i3,xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,950,verdadero,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.362 USD por hora,0.546 USD por hora,0.462 USD por hora,0.422 USD por hora
i3.2xlarge,i3,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.3,61,1900,verdadero,ssd,1,supported,default,Up to 10 Gigabit,supported,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.724 USD por hora,1.092 USD por hora,0.824 USD por hora,0.854 USD por hora
i3.4xlarge,i3,4xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.3,122,3800,verdadero,ssd,2,supported,default,Up to 10 Gigabit,supported,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,1.448 USD por hora,2.184 USD por hora,1.548 USD por hora,1.578 USD por hora
