Tipo de instancia,Familia de instancias,Tamaño de instancia,Zonas de disponibilidad,Elegible para la capa gratuita,Prueba gratuita disponible,Sin sistema operativo,Hipervisor,CPU virtuales,Arquitectura,Núcleos,Núcleos válidos,Subprocesos por núcleo,Subprocesos válidos por núcleo,Velocidad de reloj constante (GHz),Memoria (GiB),Almacenamiento (GB),Almacenamiento local de la instancia,Tipo de almacenamiento,Recuento de discos de almacenamiento,Compatibilidad con el cifrado de EBS,Compatibilidad con la optimización de EBS,Rendimiento de la red,Compatibilidad con ENA,Cantidad máxima de interfaces de red,Direcciones IPv4 por interfaz,Direcciones IPv6 por interfaz,Compatibilidad con IPv6,Estrategias de grupos de ubicación admitidas,GPU,FPGA,Compatibilidad con la recuperación automática,Tipos de dispositivos raíz admitidas,Compatibilidad con los alojamientos dedicados,Compatibilidad con la hibernación bajo demanda,Compatibilidad con el rendimiento ampliable en ráfagas,Generación actual,Compatibilidad con ENA Express,Bajo demanda Linux precios,Bajo demanda Windows precios,Bajo demanda SUSE precios,Bajo demanda RHEL precios
r5d.2xlarge,r5d,2xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,300,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,0.676 USD por hora,1.044 USD por hora,0.801 USD por hora,0.806 USD por hora
r5d.4xlarge,r5d,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,600,verdadero,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,verdadero,-,verdadero,false,1.352 USD por hora,2.088 USD por hora,1.477 USD por hora,1.482 USD por hora
r5d.8xlarge,r5d,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,1200,verdadero,ssd,2,supported,default,10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,2.704 USD por hora,4.176 USD por hora,2.829 USD por hora,2.834 USD por hora
r5d.12xlarge,r5d,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,1800,verdadero,ssd,2,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,4.056 USD por hora,6.264 USD por hora,4.181 USD por hora,4.186 USD por hora
r5d.16xlarge,r5d,16xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,2400,verdadero,ssd,4,supported,default,20 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,5.408 USD por hora,8.352 USD por hora,5.533 USD por hora,5.538 USD por hora
r5d.24xlarge,r5d,24xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,3600,verdadero,ssd,4,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,8.112 USD por hora,12.528 USD por hora,8.237 USD por hora,8.242 USD por hora
r5d.metal,r5d,metal,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,768,3600,verdadero,ssd,4,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,8.112 USD por hora,12.528 USD por hora,8.237 USD por hora,8.242 USD por hora
r5n.large,r5n,large,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.175 USD por hora,0.267 USD por hora,0.231 USD por hora,0.235 USD por hora
r5n.xlarge,r5n,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.35 USD por hora,0.534 USD por hora,0.406 USD por hora,0.41 USD por hora
r5n.2xlarge,r5n,2xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.7 USD por hora,1.068 USD por hora,0.825 USD por hora,0.83 USD por hora
r5n.4xlarge,r5n,4xlarge,"eu-west-2a, eu-west-2b, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,-,-,-,-,supported,default,Up to 25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.4 USD por hora,2.136 USD por hora,1.525 USD por hora,1.53 USD por hora
r5n.8xlarge,r5n,8xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.8 USD por hora,4.272 USD por hora,2.925 USD por hora,2.93 USD por hora
r5n.12xlarge,r5n,12xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,-,-,-,-,supported,default,50 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,4.2 USD por hora,6.408 USD por hora,4.325 USD por hora,4.33 USD por hora
r5n.16xlarge,r5n,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,512,-,-,-,-,supported,default,75 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,5.6 USD por hora,8.544 USD por hora,5.725 USD por hora,5.73 USD por hora
r5n.24xlarge,r5n,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.4 USD por hora,12.816 USD por hora,8.525 USD por hora,8.53 USD por hora
r5n.metal,r5n,metal,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,verdadero,,96,x86_64,48,-,2,-,3.1,768,-,-,-,-,supported,default,100 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,8.4 USD por hora,12.816 USD por hora,8.525 USD por hora,8.53 USD por hora
r6g.medium,r6g,medium,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0592 USD por hora,,0.0902 USD por hora,0.1192 USD por hora
r6g.large,r6g,large,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1184 USD por hora,,0.1747 USD por hora,0.1784 USD por hora
r6g.xlarge,r6g,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.2368 USD por hora,,0.2931 USD por hora,0.2968 USD por hora
r6g.2xlarge,r6g,2xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.4736 USD por hora,,0.5986 USD por hora,0.6036 USD por hora
r6g.4xlarge,r6g,4xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.9472 USD por hora,,1.0722 USD por hora,1.0772 USD por hora
r6g.8xlarge,r6g,8xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.8944 USD por hora,,2.0194 USD por hora,2.0244 USD por hora
r6g.12xlarge,r6g,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,-,-,-,-,supported,default,20 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.8416 USD por hora,,2.9666 USD por hora,2.9716 USD por hora
r6g.16xlarge,r6g,16xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.7888 USD por hora,,3.9138 USD por hora,3.9188 USD por hora
r6g.metal,r6g,metal,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,verdadero,,64,arm64,64,-,1,-,2.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,3.7888 USD por hora,,3.9138 USD por hora,3.9188 USD por hora
r6gd.medium,r6gd,medium,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.5,8,59,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.0676 USD por hora,,0.1239 USD por hora,0.1276 USD por hora
r6gd.large,r6gd,large,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.5,16,118,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.1352 USD por hora,,0.1915 USD por hora,0.1952 USD por hora
r6gd.xlarge,r6gd,xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,237,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.2704 USD por hora,,0.3267 USD por hora,0.3304 USD por hora
r6gd.2xlarge,r6gd,2xlarge,"eu-west-2a, eu-west-2c",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,64,474,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.5408 USD por hora,,0.6658 USD por hora,0.6708 USD por hora
r6gd.4xlarge,r6gd,4xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,128,950,verdadero,ssd,1,supported,default,Up to 10 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,1.0816 USD por hora,,1.2066 USD por hora,1.2116 USD por hora
r6gd.8xlarge,r6gd,8xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,1900,verdadero,ssd,1,supported,default,12 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,2.1632 USD por hora,,2.2882 USD por hora,2.2932 USD por hora
r6gd.12xlarge,r6gd,12xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,384,2850,verdadero,ssd,2,supported,default,20 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,3.2448 USD por hora,,3.3698 USD por hora,3.3748 USD por hora
r6gd.16xlarge,r6gd,16xlarge,"eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,512,3800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,4.3264 USD por hora,,4.4514 USD por hora,4.4564 USD por hora
r6gd.metal,r6gd,metal,"eu-west-2a, eu-west-2c",falso,falso,verdadero,,64,arm64,64,-,1,-,2.5,512,3800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,4.3264 USD por hora,,4.4514 USD por hora,4.4564 USD por hora
r6i.large,r6i,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.5,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.148 USD por hora,0.24 USD por hora,0.2043 USD por hora,0.208 USD por hora
r6i.xlarge,r6i,xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.296 USD por hora,0.48 USD por hora,0.3523 USD por hora,0.356 USD por hora
r6i.2xlarge,r6i,2xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.592 USD por hora,0.96 USD por hora,0.717 USD por hora,0.722 USD por hora
r6i.4xlarge,r6i,4xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.184 USD por hora,1.92 USD por hora,1.309 USD por hora,1.314 USD por hora
r6i.8xlarge,r6i,8xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,-,-,-,-,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,2.368 USD por hora,3.84 USD por hora,2.493 USD por hora,2.498 USD por hora
r6i.12xlarge,r6i,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,-,-,-,-,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.552 USD por hora,5.76 USD por hora,3.677 USD por hora,3.682 USD por hora
r6i.16xlarge,r6i,16xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,4.736 USD por hora,7.68 USD por hora,4.861 USD por hora,4.866 USD por hora
r6i.24xlarge,r6i,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,-,-,-,-,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,7.104 USD por hora,11.52 USD por hora,7.229 USD por hora,7.234 USD por hora
r6i.32xlarge,r6i,32xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,9.472 USD por hora,15.36 USD por hora,9.597 USD por hora,9.602 USD por hora
r6i.metal,r6i,metal,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,1024,-,-,-,-,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,9.472 USD por hora,15.36 USD por hora,9.597 USD por hora,9.602 USD por hora
r6id.large,r6id,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,verdadero,ssd,1,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.17745 USD por hora,0.26945 USD por hora,0.23375 USD por hora,0.23745 USD por hora
r6id.xlarge,r6id,xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,verdadero,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.3549 USD por hora,0.5389 USD por hora,0.4112 USD por hora,0.4149 USD por hora
r6id.2xlarge,r6id,2xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,64,474,verdadero,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,0.7098 USD por hora,1.0778 USD por hora,0.8348 USD por hora,0.8398 USD por hora
r6id.4xlarge,r6id,4xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,128,950,verdadero,ssd,1,supported,default,Up to 12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,false,1.4196 USD por hora,2.1556 USD por hora,1.5446 USD por hora,1.5496 USD por hora
r6id.8xlarge,r6id,8xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,256,1900,verdadero,ssd,1,supported,default,12.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,2.8392 USD por hora,4.3112 USD por hora,2.9642 USD por hora,2.9692 USD por hora
r6id.12xlarge,r6id,12xlarge,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,falso,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,384,2850,verdadero,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,4.2588 USD por hora,6.4668 USD por hora,4.3838 USD por hora,4.3888 USD por hora
r6id.16xlarge,r6id,16xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,3800,verdadero,ssd,2,supported,default,25 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,5.6784 USD por hora,8.6224 USD por hora,5.8034 USD por hora,5.8084 USD por hora
r6id.24xlarge,r6id,24xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,5700,verdadero,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,8.5176 USD por hora,12.9336 USD por hora,8.6426 USD por hora,8.6476 USD por hora
r6id.32xlarge,r6id,32xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,7600,verdadero,ssd,4,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,11.3568 USD por hora,17.2448 USD por hora,11.4818 USD por hora,11.4868 USD por hora
r6id.metal,r6id,metal,"eu-west-2b, eu-west-2a, eu-west-2c",falso,falso,verdadero,,128,x86_64,64,-,2,-,3.5,1024,7600,verdadero,ssd,4,supported,default,50 Gigabit,required,15,50,50,verdadero,"cluster, partition, spread",-,-,-,ebs,verdadero,-,-,verdadero,true,11.3568 USD por hora,17.2448 USD por hora,11.4818 USD por hora,11.4868 USD por hora
r7g.medium,r7g,medium,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,1,arm64,1,-,1,-,2.6,8,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,2,4,4,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.0629 USD por hora,,0.1192 USD por hora,0.1229 USD por hora
r7g.large,r7g,large,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,2,arm64,2,"1,2",1,1,2.6,16,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,3,10,10,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.1258 USD por hora,,0.1821 USD por hora,0.1858 USD por hora
r7g.xlarge,r7g,xlarge,"eu-west-2a, eu-west-2c, eu-west-2b",falso,falso,falso,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,-,-,-,-,supported,default,Up to 12.5 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.2516 USD por hora,,0.3079 USD por hora,0.3116 USD por hora
r7g.2xlarge,r7g,2xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,64,-,-,-,-,supported,default,Up to 15 Gigabit,required,4,15,15,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,0.5032 USD por hora,,0.6282 USD por hora,0.6332 USD por hora
r7g.4xlarge,r7g,4xlarge,"eu-west-2c, eu-west-2b, eu-west-2a",falso,falso,falso,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.6,128,-,-,-,-,supported,default,Up to 15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,1.0064 USD por hora,,1.1314 USD por hora,1.1364 USD por hora
r7g.8xlarge,r7g,8xlarge,"eu-west-2b, eu-west-2c, eu-west-2a",falso,falso,falso,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.6,256,-,-,-,-,supported,default,15 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,false,2.0128 USD por hora,,2.1378 USD por hora,2.1428 USD por hora
r7g.12xlarge,r7g,12xlarge,"eu-west-2c, eu-west-2a, eu-west-2b",falso,falso,falso,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.6,384,-,-,-,-,supported,default,22.5 Gigabit,required,8,30,30,verdadero,"cluster, partition, spread",-,-,verdadero,ebs,verdadero,-,-,verdadero,true,3.0192 USD por hora,,3.1442 USD por hora,3.1492 USD por hora
